Company Name,Industry,Symbol,Series,ISIN Code
Nile Limited,NSE Equity,NILE,EQ,INE445D01013
Nilkamal Limited,NSE Equity,NILKAMAL,EQ,INE310A01015
Nimbus Projects Limited,NSE Equity,NIMBSPROJ,BE,INE875B01015
NINtec Systems Limited,NSE Equity,NINSYS,BE,INE395U01014
Indo-National Limited,NSE Equity,NIPPOBATRY,EQ,INE567A01028
Niraj Cement Structurals Limited,NSE Equity,NIRAJ,BE,INE368I01016
Niraj Ispat Industries Limited,NSE Equity,NIRAJISPAT,EQ,INE326T01011
Nirlon Limited,NSE Equity,NIRLON,EQ,INE910A01012
Nitco Limited,NSE Equity,NITCO,EQ,INE858F01012
Nitin Spinners Limited,NSE Equity,NITINSPIN,EQ,INE229H01012
Nitiraj Engineers Limited,NSE Equity,NITIRAJ,EQ,INE439T01012
Nitta Gelatin India Limited,NSE Equity,NITTAGELA,EQ,INE265B01019
Niva Bupa Health Insurance Company Limited,Financial Services,NIVABUPA,EQ,INE995S01015
NK Industries Limited,NSE Equity,NKIND,EQ,INE542C01019
NLC India Limited,Power,NLCINDIA,EQ,INE589A01014
NMDC Limited,Metals & Mining,NMDC,EQ,INE584A01023
NOCIL Limited,NSE Equity,NOCIL,EQ,INE163A01018
Noida Toll Bridge Company Limited,NSE Equity,NOIDATOLL,BE,INE781B01015
Norben Tea & Exports Limited,NSE Equity,NORBTEAEXP,EQ,INE369C01017
Northern Arc Capital Limited,NSE Equity,NORTHARC,EQ,INE850M01015
Nova Agritech Limited,NSE Equity,NOVAAGRI,BE,INE02H701025
Novartis India Limited,NSE Equity,NOVARTIND,EQ,INE234A01025
Network People Services Technologies Limited,NSE Equity,NPST,EQ,INE0FFK01017
N R Agarwal Industries Limited,NSE Equity,NRAIL,EQ,INE740D01017
NRB Bearing Limited,NSE Equity,NRBBEARING,EQ,INE349A01021
Nupur Recyclers Limited,NSE Equity,NRL,BE,INE0JM501013
Nalwa Sons Investments Limited,NSE Equity,NSIL,EQ,INE023A01030
NMDC Steel Limited,Metals & Mining,NSLNISP,EQ,INE0NNS01018
NTPC Limited,Power,NTPC,EQ,INE733E01010
NTPC Green Energy Limited,Power,NTPCGREEN,EQ,INE0ONG01011
Nucleus Software Exports Limited,NSE Equity,NUCLEUS,EQ,INE096B01018
Nureca Limited,NSE Equity,NURECA,EQ,INE0DSF01015
Nuvama Wealth Management Limited,Financial Services,NUVAMA,EQ,INE531F01023
Nuvoco Vistas Corporation Limited,Construction Materials,NUVOCO,EQ,INE118D01016
FSN E-Commerce Ventures Limited,Consumer Services,NYKAA,EQ,INE388Y01029
Oriental Aromatics Limited,NSE Equity,OAL,EQ,INE959C01023
OBCL Limited,NSE Equity,OBCL,EQ,INE426Z01016
Oberoi Realty Limited,Realty,OBEROIRLTY,EQ,INE093I01010
OCCL Limited,NSE Equity,OCCLLTD,BE,INE0PK601023
Odigma Consultancy Solutions Limited,NSE Equity,ODIGMA,BE,INE054301028
Oracle Financial Services Software Limited,Information Technology,OFSS,EQ,INE881D01027
Oil India Limited,Oil Gas & Consumable Fuels,OIL,EQ,INE274J01014
Oil Country Tubular Limited,NSE Equity,OILCOUNTUB,BE,INE591A01010
Ola Electric Mobility Limited,Automobile and Auto Components,OLAELEC,EQ,INE0LXG01040
Olectra Greentech Limited,Automobile and Auto Components,OLECTRA,EQ,INE260D01016
Omax Autos Limited,NSE Equity,OMAXAUTO,BE,INE090B01011
Omaxe Limited,NSE Equity,OMAXE,EQ,INE800H01010
Om Freight Forwarders Limited,NSE Equity,OMFREIGHT,BE,INE1BZC01019
OM INFRA LIMITED,NSE Equity,OMINFRAL,EQ,INE239D01028
Omnitech Engineering Limited,NSE Equity,OMNI,EQ,INE0UH301010
Om Power Transmission Limited,NSE Equity,OMPOWER,EQ,INE25E901019
Onelife Capital Advisors Limited,NSE Equity,ONELIFECAP,BE,INE912L01015
One Point One Solutions Limited,NSE Equity,ONEPOINT,EQ,INE840Y01029
Onesource Specialty Pharma Limited,Healthcare,ONESOURCE,EQ,INE013P01021
Oil & Natural Gas Corporation Limited,Oil Gas & Consumable Fuels,ONGC,EQ,INE213A01029
Onida Electronics Limited,NSE Equity,ONIDA,BE,INE831A01028
OnMobile Global Limited,NSE Equity,ONMOBILE,BE,INE809I01019
Onward Technologies Limited,NSE Equity,ONWARDTEC,EQ,INE229A01017
Optiemus Infracom Limited,NSE Equity,OPTIEMUS,EQ,INE350C01017
Orbit Exports Limited,NSE Equity,ORBTEXP,BE,INE231G01010
Orchasp Limited,NSE Equity,ORCHASP,EQ,INE215B01022
Orchid Pharma Limited,NSE Equity,ORCHPHARMA,EQ,INE191A01027
Oricon Enterprises Limited,NSE Equity,ORICONENT,EQ,INE730A01022
Oriental Trimex Limited,NSE Equity,ORIENTALTL,EQ,INE998H01012
Orient Bell Limited,NSE Equity,ORIENTBELL,EQ,INE607D01018
Orient Cement Limited,NSE Equity,ORIENTCEM,EQ,INE876N01018
ORIENT CERATECH LIMITED,NSE Equity,ORIENTCER,EQ,INE569C01020
Orient Electric Limited,NSE Equity,ORIENTELEC,EQ,INE142Z01019
Oriental Hotels Limited,NSE Equity,ORIENTHOT,EQ,INE750A01020
Orient Press Limited,NSE Equity,ORIENTLTD,BE,INE609C01024
Orient Paper & Industries Limited,NSE Equity,ORIENTPPR,EQ,INE592A01026
Orient Technologies Limited,NSE Equity,ORIENTTECH,EQ,INE0PPK01015
The Orissa Minerals Development Company Limited,NSE Equity,ORISSAMINE,EQ,INE725E01024
Orkla India Limited,NSE Equity,ORKLAINDIA,EQ,INE16NZ01023
ORTIN GLOBAL LIMITED,NSE Equity,ORTINGLOBE,BE,INE749B01020
Osia Hyper Retail Limited,NSE Equity,OSIAHYPER,BE,INE06IR01021
Oswal Agro Mills Limited,NSE Equity,OSWALAGRO,EQ,INE142A01012
Oswal Greentech Limited,NSE Equity,OSWALGREEN,EQ,INE143A01010
Oswal Pumps Limited,NSE Equity,OSWALPUMPS,EQ,INE0BYP01024
ShreeOswal Seeds And Chemicals Limited,NSE Equity,OSWALSEEDS,EQ,INE00IK01029
Pace Digitek Limited,NSE Equity,PACEDIGITK,EQ,INE0S3G01027
Page Industries Limited,Textiles,PAGEIND,EQ,INE761H01022
Paisalo Digital Limited,NSE Equity,PAISALO,EQ,INE420C01059
PAKKA LIMITED,NSE Equity,PAKKA,EQ,INE551D01018
Palash Securities Limited,NSE Equity,PALASHSECU,EQ,INE471W01019
Palred Technologies Limited,NSE Equity,PALREDTEC,BE,INE218G01033
Panacea Biotec Limited,NSE Equity,PANACEABIO,EQ,INE922B01023
Panache Digilife Limited,NSE Equity,PANACHE,BE,INE895W01019
Panama Petrochem Limited,NSE Equity,PANAMAPET,EQ,INE305C01029
Pansari Developers Limited,NSE Equity,PANSARI,EQ,INE697V01011
Par Drugs And Chemicals Limited,NSE Equity,PAR,EQ,INE04LG01015
Paramount Communications Limited,NSE Equity,PARACABLES,EQ,INE074B01023
Paradeep Phosphates Limited,Chemicals,PARADEEP,EQ,INE088F01024
Parag Milk Foods Limited,NSE Equity,PARAGMILK,EQ,INE883N01014
Paras Defence and Space Technologies Limited,NSE Equity,PARAS,EQ,INE045601023
Paras Petrofils Limited,NSE Equity,PARASPETRO,EQ,INE162C01024
Park Medi World Limited,NSE Equity,PARKHOSPS,EQ,INE119201023
Apeejay Surrendra Park Hotels Limited,NSE Equity,PARKHOTELS,EQ,INE988S01028
Parsvnath Developers Limited,NSE Equity,PARSVNATH,BE,INE561H01026
Pashupati Cotspin Limited,NSE Equity,PASHUPATI,EQ,INE124Y01028
Pasupati Acrylon Limited,NSE Equity,PASUPTAC,BE,INE818B01023
Patanjali Foods Limited,Fast Moving Consumer Goods,PATANJALI,EQ,INE619A01035
Patel Engineering Limited,NSE Equity,PATELENG,EQ,INE244B01030
Patel Retail Limited,NSE Equity,PATELRMART,EQ,INE0R8B01010
Patel Integrated Logistics Limited,NSE Equity,PATINTLOG,BE,INE529D01014
Paushak Limited,NSE Equity,PAUSHAKLTD,EQ,INE111F01024
Pavna Industries Limited,NSE Equity,PAVNAIND,EQ,INE07S101038
One 97 Communications Limited,Financial Services,PAYTM,EQ,INE982J01020
PCBL Chemical Limited,Chemicals,PCBL,EQ,INE602A01031
PC Jeweller Limited,NSE Equity,PCJEWELLER,EQ,INE785M01021
Pudumjee Paper Products Limited,NSE Equity,PDMJEPAPER,EQ,INE865T01018
PDS Limited,NSE Equity,PDSL,EQ,INE111Q01021
Pearl Polymers Limited,NSE Equity,PEARLPOLY,BE,INE844A01013
Pennar Industries Limited,NSE Equity,PENIND,EQ,INE932A01024
Peninsula Land Limited,NSE Equity,PENINLAND,BE,INE138A01028
Persistent Systems Limited,Information Technology,PERSISTENT,EQ,INE262H01021
Petronet LNG Limited,Oil Gas & Consumable Fuels,PETRONET,EQ,INE347G01014
Power Finance Corporation Limited,Financial Services,PFC,EQ,INE134E01011
Pfizer Limited,Healthcare,PFIZER,EQ,INE182A01018
Prime Focus Limited,Media Entertainment & Publication,PFOCUS,EQ,INE367G01038
PTC India Financial Services Limited,NSE Equity,PFS,EQ,INE560K01014
PG Electroplast Limited,Consumer Durables,PGEL,EQ,INE457L01029
Procter & Gamble Hygiene and Health Care Limited,NSE Equity,PGHH,EQ,INE179A01014
Procter & Gamble Health Limited,NSE Equity,PGHL,EQ,INE199A01012
Pearl Global Industries Limited,NSE Equity,PGIL,EQ,INE940H01022
The Phoenix Mills Limited,Realty,PHOENIXLTD,EQ,INE211B01039
Piccadily Agro Industries Limited,NSE Equity,PICCADIL,EQ,INE546C01010
Pidilite Industries Limited,Chemicals,PIDILITIND,EQ,INE318A01026
Power & Instrumentation (Gujarat) Limited,NSE Equity,PIGL,EQ,INE557Z01018
PI Industries Limited,Chemicals,PIIND,EQ,INE603J01030
Pilani Investment and Industries Corporation Limited,NSE Equity,PILANIINVS,EQ,INE417C01014
PIL ITALICA LIFESTYLE LIMITED,NSE Equity,PILITA,BE,INE600A01035
Pine Labs Limited,Financial Services,PINELABS,EQ,INE15B701018
Pioneer Embroideries Limited,NSE Equity,PIONEEREMB,EQ,INE156C01018
Pioneer Investcorp Limited,NSE Equity,PIONRINV,BE,INE746D01014
Piramal Finance Limited,Financial Services,PIRAMALFIN,EQ,INE202B01038
Pitti Engineering Limited,NSE Equity,PITTIENG,EQ,INE450D01021
Pix Transmissions Limited,NSE Equity,PIXTRANS,EQ,INE751B01018
The Peria Karamalai Tea & Produce Company Limited,NSE Equity,PKTEA,EQ,INE431F01018
Plastiblends India Limited,NSE Equity,PLASTIBLEN,EQ,INE083C01022
Platinum Industries Limited,NSE Equity,PLATIND,EQ,INE0PT501018
Plaza Wires Limited,NSE Equity,PLAZACABLE,BE,INE0INJ01017
Paul Merchants Limited,NSE Equity,PML,EQ,INE291E01019
Punjab National Bank,Financial Services,PNB,EQ,INE160A01022
PNB Gilts Limited,NSE Equity,PNBGILTS,EQ,INE859A01011
PNB Housing Finance Limited,Financial Services,PNBHOUSING,EQ,INE572E01012
Pritish Nandy Communications Limited,NSE Equity,PNC,EQ,INE392B01011
PNC Infratech Limited,NSE Equity,PNCINFRA,EQ,INE195J01029
P N Gadgil Jewellers Limited,NSE Equity,PNGJL,EQ,INE953R01016
PNGS Reva Diamond Jewellery Limited,NSE Equity,PNGSREVA,EQ,INE1RDG01013
Pondy Oxides & Chemicals Limited,NSE Equity,POCL,EQ,INE063E01061
Poddar Pigments Limited,NSE Equity,PODDARMENT,EQ,INE371C01013
Pokarna Limited,NSE Equity,POKARNA,EQ,INE637C01025
PB Fintech Limited,Financial Services,POLICYBZR,EQ,INE417T01026
Polycab India Limited,Capital Goods,POLYCAB,EQ,INE455K01017
Poly Medicure Limited,Healthcare,POLYMED,EQ,INE205C01021
Polyplex Corporation Limited,NSE Equity,POLYPLEX,EQ,INE633B01018
Ponni Sugars (Erode) Limited,NSE Equity,PONNIERODE,EQ,INE838E01017
Poonawalla Fincorp Limited,Financial Services,POONAWALLA,EQ,INE511C01022
Power Grid Corporation of India Limited,Power,POWERGRID,EQ,INE752E01010
Powerica Limited,NSE Equity,POWERICA,EQ,INE921L01032
Hitachi Energy India Limited,Capital Goods,POWERINDIA,EQ,INE07Y701011
Power Mech Projects Limited,NSE Equity,POWERMECH,EQ,INE211R01019
PPAP Automotive Limited,NSE Equity,PPAP,BE,INE095I01015
Prakash Pipes Limited,NSE Equity,PPL,BE,INE050001010
Piramal Pharma Limited,Healthcare,PPLPHARMA,EQ,INE0DK501011
Prabha Energy Limited,NSE Equity,PRABHA,EQ,INE0I0M01023
Pradeep Metals Limited,NSE Equity,PRADPME,BE,INE770A01010
Prajay Engineers Syndicate Limited,NSE Equity,PRAENG,EQ,INE505C01016
Praj Industries Limited,NSE Equity,PRAJIND,EQ,INE074A01025
Prakash Industries Limited,NSE Equity,PRAKASH,EQ,INE603A01013
Prakash Steelage Limited,NSE Equity,PRAKASHSTL,EQ,INE696K01024
Praveg Limited,NSE Equity,PRAVEG,EQ,INE722B01019
Praxis Home Retail Limited,NSE Equity,PRAXIS,BE,INE546Y01022
Precision Camshafts Limited,NSE Equity,PRECAM,EQ,INE484I01029
Precot Limited,NSE Equity,PRECOT,EQ,INE283A01014
Precision Wires India Limited,NSE Equity,PRECWIRE,EQ,INE372C01037
Premco Global Limited,NSE Equity,PREMCO,EQ,INE001E01012
Premier Explosives Limited,NSE Equity,PREMEXPLN,EQ,INE863B01029
Premier Limited,NSE Equity,PREMIER,BE,INE342A01018
Premier Energies Limited,Capital Goods,PREMIERENE,EQ,INE0BS701011
Premier Polyfilm Limited,NSE Equity,PREMIERPOL,EQ,INE309M01020
Prestige Estates Projects Limited,Realty,PRESTIGE,EQ,INE811K01011
Pricol Limited,NSE Equity,PRICOLLTD,EQ,INE726V01018
Prime Securities Limited,NSE Equity,PRIMESECU,EQ,INE032B01021
Primo Chemicals Limited,NSE Equity,PRIMO,EQ,INE607A01022
Prince Pipes And Fittings Limited,NSE Equity,PRINCEPIPE,EQ,INE689W01016
Priti International Limited,NSE Equity,PRITI,BE,INE974Z01015
Pritika Auto Industries Limited,NSE Equity,PRITIKAUTO,BE,INE583R01029
Privi Speciality Chemicals Limited,NSE Equity,PRIVISCL,EQ,INE959A01019
Prostarm Info Systems Limited,NSE Equity,PROSTARM,EQ,INE0BX301013
Protean eGov Technologies Limited,NSE Equity,PROTEAN,EQ,INE004A01022
Prozone Realty Limited,NSE Equity,PROZONER,EQ,INE195N01013
Prism Johnson Limited,NSE Equity,PRSMJOHNSN,EQ,INE010A01011
Prudent Corporate Advisory Services Limited,NSE Equity,PRUDENT,EQ,INE00F201020
Prudential Sugar Corporation Limited,NSE Equity,PRUDMOULI,BE,INE024D01016
Punjab & Sind Bank,NSE Equity,PSB,EQ,INE608A01012
PSP Projects Limited,NSE Equity,PSPPROJECT,EQ,INE488V01015
PTC India Limited,NSE Equity,PTC,EQ,INE877F01012
PTC Industries Limited,Capital Goods,PTCIL,EQ,INE596F01018
PTL Enterprises Limited,NSE Equity,PTL,EQ,INE034D01049
Punjab Chemicals & Crop Protection Limited,NSE Equity,PUNJABCHEM,EQ,INE277B01014
Puravankara Limited,NSE Equity,PURVA,EQ,INE323I01011
PVP Ventures Limited,NSE Equity,PVP,EQ,INE362A01016
PVR INOX Limited,Media Entertainment & Publication,PVRINOX,EQ,INE191H01014
Popular Vehicles and Services Limited,NSE Equity,PVSL,EQ,INE772T01024
Physicswallah Limited,Consumer Services,PWL,EQ,INE0LP301011
Pyramid Technoplast Limited,NSE Equity,PYRAMID,EQ,INE0MIS01010
QMS Medical Allied Services Limited,NSE Equity,QMSMEDI,EQ,INE0FMW01018
Quality Power Electrical Equipments Limited,NSE Equity,QPOWER,BE,INE0SII01026
Quadrant Future Tek Limited,NSE Equity,QUADFUTURE,EQ,INE0LRY01011
Quess Corp Limited,NSE Equity,QUESS,EQ,INE615P01015
Quick Heal Technologies Limited,NSE Equity,QUICKHEAL,BE,INE306L01010
Quint Digital Limited,NSE Equity,QUINT,EQ,INE641R01017
Race Eco Chain Limited,NSE Equity,RACE,EQ,INE084Q01012
RACL Geartech Limited,NSE Equity,RACLGEAR,EQ,INE704B01017
Radaan Mediaworks India Limited,NSE Equity,RADAAN,EQ,INE874F01027
Radhika Jeweltech Limited,NSE Equity,RADHIKAJWE,EQ,INE583V01021
Radiant Cash Management Services Limited,NSE Equity,RADIANTCMS,EQ,INE855R01021
Radico Khaitan Limited,Fast Moving Consumer Goods,RADICO,EQ,INE944F01028
Music Broadcast Limited,NSE Equity,RADIOCITY,EQ,INE919I01024
Railtel Corporation Of India Limited,Telecommunication,RAILTEL,EQ,INE0DD101019
Rain Industries Limited,NSE Equity,RAIN,EQ,INE855B01025
Rainbow Childrens Medicare Limited,Healthcare,RAINBOW,EQ,INE961O01016
Rajnandini Metal Limited,NSE Equity,RAJMET,EQ,INE00KV01022
Rajoo Engineers Limited,NSE Equity,RAJOOENG,BE,INE535F01024
Rajapalayam Mills Limited,NSE Equity,RAJPALAYAM,EQ,INE296E01026
Rajratan Global Wire Limited,NSE Equity,RAJRATAN,EQ,INE451D01029
Raj Rayon Industries Limited,NSE Equity,RAJRILTD,BE,INE533D01032
Rajshree Sugars & Chemicals Limited,NSE Equity,RAJSREESUG,EQ,INE562B01019
Raj Television Network Limited,NSE Equity,RAJTV,EQ,INE952H01027
Rallis India Limited,NSE Equity,RALLIS,EQ,INE613A01020
Shree Rama Newsprint Limited,NSE Equity,RAMANEWS,EQ,INE278B01020
Rama Phosphates Limited,NSE Equity,RAMAPHO,EQ,INE809A01032
Rama Steel Tubes Limited,NSE Equity,RAMASTEEL,BE,INE230R01035
Advit Jewels Limited,NSE Equity,RAMBHAJO,EQ,INE1SJO01012
The Ramco Cements Limited,Construction Materials,RAMCOCEM,EQ,INE331A01037
Ramco Industries Limited,NSE Equity,RAMCOIND,EQ,INE614A01028
Ramco Systems Limited,NSE Equity,RAMCOSYS,EQ,INE246B01019
Ramky Infrastructure Limited,NSE Equity,RAMKY,EQ,INE874I01013
Ram Ratna Wires Limited,NSE Equity,RAMRAT,EQ,INE207E01023
Rana Sugars Limited,NSE Equity,RANASUG,EQ,INE625B01014
Rane Holdings Limited,NSE Equity,RANEHOLDIN,EQ,INE384A01010
Rategain Travel Technologies Limited,NSE Equity,RATEGAIN,EQ,INE0CLI01024
Ratnamani Metals & Tubes Limited,NSE Equity,RATNAMANI,EQ,INE703B01027
Ratnaveer Precision Engineering Limited,NSE Equity,RATNAVEER,EQ,INE05CZ01011
Raymond Limited,NSE Equity,RAYMOND,EQ,INE301A01014
Raymond Lifestyle Limited,NSE Equity,RAYMONDLSL,EQ,INE02ID01020
Raymond Realty Limited,NSE Equity,RAYMONDREL,EQ,INE1SY401010
Restaurant Brands Asia Limited,NSE Equity,RBA,EQ,INE07T201019
RBL Bank Limited,Financial Services,RBLBANK,EQ,INE976G01028
RBZ Jewellers Limited,NSE Equity,RBZJEWEL,EQ,INE0PEQ01016
Rashtriya Chemicals and Fertilizers Limited,NSE Equity,RCF,EQ,INE027A01015
Reliance Communications Limited,NSE Equity,RCOM,BE,INE330H01018
REC Limited,Financial Services,RECLTD,EQ,INE020B01018
Redington Limited,Services,REDINGTON,EQ,INE891D01026
Redtape Limited,NSE Equity,REDTAPE,EQ,INE0LXT01019
Refex Industries Limited,NSE Equity,REFEX,EQ,INE056I01025
Regaal Resources Limited,NSE Equity,REGAAL,BE,INE0MHO01029
Regency Ceramics Limited,NSE Equity,REGENCERAM,EQ,INE277C01012
Relaxo Footwears Limited,NSE Equity,RELAXO,EQ,INE131B01039
Reliance Chemotex Industries Limited,NSE Equity,RELCHEMQ,EQ,INE750D01016
Reliable Data Services Limited,NSE Equity,RELIABLE,EQ,INE375Y01018
Reliance Industries Limited,Oil Gas & Consumable Fuels,RELIANCE,EQ,INE002A01018
Religare Enterprises Limited,NSE Equity,RELIGARE,EQ,INE621H01010
Ravindra Energy Limited,NSE Equity,RELTD,EQ,INE206N01018
Remsons Industries Limited,NSE Equity,REMSONSIND,EQ,INE474C01023
Shree Renuka Sugars Limited,NSE Equity,RENUKA,EQ,INE087H01022
Repco Home Finance Limited,NSE Equity,REPCOHOME,EQ,INE612J01015
Rudrabhishek Enterprises Limited,NSE Equity,REPL,BE,INE364Z01019
Repro India Limited,NSE Equity,REPRO,EQ,INE461B01014
Responsive Industries Limited,NSE Equity,RESPONIND,EQ,INE688D01026
JHS Svendgaard Retail Ventures Limited,NSE Equity,RETAIL,EQ,INE03DD01011
Renaissance Global Limited,NSE Equity,RGL,EQ,INE722H01024
Rhetan TMT Limited,NSE Equity,RHETAN,EQ,INE0KKN01029
RHI MAGNESITA INDIA LIMITED,Capital Goods,RHIM,EQ,INE743M01012
Robust Hotels Limited,NSE Equity,RHL,EQ,INE508K01013
Rico Auto Industries Limited,NSE Equity,RICOAUTO,EQ,INE209B01025
Reliance Industrial Infrastructure Limited,NSE Equity,RIIL,EQ,INE046A01015
RIR Power Electronics Limited,NSE Equity,RIR,EQ,INE302D01024
Rishabh Instruments Limited,NSE Equity,RISHABH,EQ,INE0N2P01017
Ritco Logistics Limited,NSE Equity,RITCO,EQ,INE01EG01016
RITES Limited,Construction,RITES,EQ,INE320J01015
Ravi Kumar Distilleries Limited,NSE Equity,RKDL,EQ,INE722J01012
RKEC Projects Limited,NSE Equity,RKEC,EQ,INE786W01010
Ramkrishna Forgings Limited,Automobile and Auto Components,RKFORGE,EQ,INE399G01023
R K Swamy Limited,NSE Equity,RKSWAMY,EQ,INE0NQ801033
RMC Switchgears Limited,NSE Equity,RMC,EQ,INE655V01019
R M Drip and Sprinklers Systems Limited,NSE Equity,RMDRIP,BE,INE219Y01026
Rane (Madras) Limited,NSE Equity,RML,EQ,INE050H01012
R&B Denims Limited,NSE Equity,RNBDENIMS,EQ,INE012Q01039
Royal Orchid Hotels Limited,NSE Equity,ROHLTD,EQ,INE283H01019
Rolex Rings Limited,NSE Equity,ROLEXRINGS,EQ,INE645S01024
Rollatainers Limited,NSE Equity,ROLLT,BE,INE927A01040
Raj Oil Mills Limited,NSE Equity,ROML,EQ,INE294G01026
Rossari Biotech Limited,NSE Equity,ROSSARI,EQ,INE02A801020
Rossell India Limited,NSE Equity,ROSSELLIND,EQ,INE847C01020
Rossell Techsys Limited,NSE Equity,ROSSTECH,EQ,INE0OJW01016
Roto Pumps Limited,NSE Equity,ROTO,EQ,INE535D01037
ROUTE MOBILE LIMITED,NSE Equity,ROUTE,EQ,INE450U01017
Raghav Productivity Enhancers Limited,NSE Equity,RPEL,EQ,INE912T01018
RPG Life Sciences Limited,NSE Equity,RPGLIFE,EQ,INE105J01010
Reliance Power Limited,Power,RPOWER,EQ,INE614G01033
R.P.P. Infra Projects Limited,NSE Equity,RPPINFRA,EQ,INE324L01013
Rajshree Polypack Limited,NSE Equity,RPPL,EQ,INE760W01023
RPSG VENTURES LIMITED,NSE Equity,RPSGVENT,EQ,INE425Y01011
Rashi Peripherals Limited,NSE Equity,RPTECH,EQ,INE0J1F01024
RRIL Limited,NSE Equity,RRIL,EQ,INE951M01037
R R Kabel Limited,Capital Goods,RRKABEL,EQ,INE777K01022
RSD Finance Limited,NSE Equity,RSDFIN,EQ,INE616F01022
Rajputana Stainless Limited,NSE Equity,RSL,EQ,INE313L01016
R. S. Software (India) Limited,NSE Equity,RSSOFTWARE,BE,INE165B01029
RSWM Limited,NSE Equity,RSWM,BE,INE611A01016
R Systems International Limited,NSE Equity,RSYSTEMS,EQ,INE411H01032
RattanIndia Enterprises Limited,NSE Equity,RTNINDIA,EQ,INE834M01019
RattanIndia Power Limited,NSE Equity,RTNPOWER,EQ,INE399K01017
Rubfila International Limited,NSE Equity,RUBFILA,EQ,INE642C01025
Rubicon Research Limited,NSE Equity,RUBICON,EQ,INE506V01022
The Ruby Mills Limited,NSE Equity,RUBYMILLS,BE,INE301D01026
Ruchi Infrastructure Limited,NSE Equity,RUCHINFRA,EQ,INE413B01023
Ruchira Papers Limited,NSE Equity,RUCHIRA,EQ,INE803H01014
Rudra Global Infra Products Limited,NSE Equity,RUDRA,EQ,INE027T01023
Rupa & Company Limited,NSE Equity,RUPA,EQ,INE895B01021
Rushil Decor Limited,NSE Equity,RUSHIL,EQ,INE573K01025
Keystone Realtors Limited,NSE Equity,RUSTOMJEE,EQ,INE263M01029
Ravinder Heights Limited,NSE Equity,RVHL,EQ,INE09E501017
Rail Vikas Nigam Limited,Construction,RVNL,EQ,INE415G01027
Revathi Equipment India Limited,NSE Equity,RVTH,EQ,INE0DAB01012
S&S Power Switchgears Limited,NSE Equity,S&SPOWER,EQ,INE902B01017
Saatvik Green Energy Limited,NSE Equity,SAATVIKGL,EQ,INE13B501022
Sab Events & Governance Now Media Limited,NSE Equity,SABEVENTS,EQ,INE860T01019
Sadbhav Engineering Limited,NSE Equity,SADBHAV,EQ,INE226H01026
Sadbhav Infrastructure Project Limited,NSE Equity,SADBHIN,BE,INE764L01010
Sadhana Nitrochem Limited,NSE Equity,SADHNANIQ,BE,INE888C01040
Safari Industries (India) Limited,NSE Equity,SAFARI,EQ,INE429E01023
Sagardeep Alloys Limited,NSE Equity,SAGARDEEP,EQ,INE976T01013
Sagar Cements Limited,NSE Equity,SAGCEM,EQ,INE229C01021
SAGILITY LIMITED,Information Technology,SAGILITY,EQ,INE0W2G01015
Shalibhadra Finance Limited,NSE Equity,SAHLIBHFI,EQ,INE861D01011
Sahyadri Industries Limited,NSE Equity,SAHYADRI,EQ,INE280H01015
Steel Authority of India Limited,Metals & Mining,SAIL,EQ,INE114A01011
Sai Life Sciences Limited,Healthcare,SAILIFE,EQ,INE570L01029
Sai Parenterals Limited,NSE Equity,SAIPARENT,EQ,INE0H9F01037
Sakar Healthcare Limited,NSE Equity,SAKAR,EQ,INE732S01012
Sakthi Sugars Limited,NSE Equity,SAKHTISUG,EQ,INE623A01011
Saksoft Limited,NSE Equity,SAKSOFT,EQ,INE667G01023
Sakuma Exports Limited,NSE Equity,SAKUMA,EQ,INE190H01024
Salasar Techno Engineering Limited,NSE Equity,SALASAR,EQ,INE170V01027
Salona Cotspin Limited,NSE Equity,SALONA,EQ,INE498E01010
S.A.L. Steel Limited,NSE Equity,SALSTEEL,BE,INE658G01014
Salzer Electronics Limited,NSE Equity,SALZERELEC,EQ,INE457F01013
Sambhaav Media Limited,NSE Equity,SAMBHAAV,EQ,INE699B01027
Sambhv Steel Tubes Limited,NSE Equity,SAMBHV,EQ,INE12NJ01018
Samhi Hotels Limited,NSE Equity,SAMHI,EQ,INE08U801020
Sammaan Capital Limited,Financial Services,SAMMAANCAP,EQ,INE148I01020
Sampann Utpadan India Limited,NSE Equity,SAMPANN,EQ,INE735M01018
Sanathan Textiles Limited,NSE Equity,SANATHAN,EQ,INE0JPD01013
The Sandesh Limited,NSE Equity,SANDESH,EQ,INE583B01015
Sandhar Technologies Limited,NSE Equity,SANDHAR,EQ,INE278H01035
Sandur Manganese & Iron Ores Limited,NSE Equity,SANDUMA,EQ,INE149K01016
Sangam (India) Limited,NSE Equity,SANGAMIND,EQ,INE495C01010
Sanghvi Movers Limited,NSE Equity,SANGHVIMOV,EQ,INE989A01032
Sanginita Chemicals Limited,NSE Equity,SANGINITA,BE,INE753W01010
Sanofi India Limited,NSE Equity,SANOFI,EQ,INE058A01010
Sanofi Consumer Healthcare India Limited,NSE Equity,SANOFICONR,EQ,INE0UOS01011
Sansera Engineering Limited,NSE Equity,SANSERA,EQ,INE953O01021
Sanstar Limited,NSE Equity,SANSTAR,EQ,INE08NE01025
Sapphire Foods India Limited,Consumer Services,SAPPHIRE,EQ,INE806T01020
Shree Ajit Pulp & Paper Limited,NSE Equity,SAPPL,EQ,INE185C01017
